postcode,year,age,number_citizens,health_expenditure_under_deductible,costs_per_head,log_costs_per_head,wa_statusscore,wa_SHI,status,i rank,pc3
107.0,2014,44.5,590.1833333333333,1029597.4837222212,2382.6952126747337,7.478456717196113,0.7860139590422752,28.791719745222863,4.0,5.0,107
107.0,2015,44.5,596.4833333333332,969744.0470555566,2201.3461493551736,7.37817855352401,0.9034917068985068,30.52369668246443,4.0,6.0,107
107.0,2016,44.5,596.9111111111113,1046365.521388889,2345.500776919614,7.458446523831808,1.0234940746178252,32.250470219435634,4.0,6.0,107
108.0,2011,44.5,212.78333333333333,422894.2357222224,2468.739528615699,7.577847853217658,1.080587019356138,26.729255319149065,4.0,4.0,108
108.0,2012,44.55865921787709,218.2849162011173,442147.8687709498,2531.8607438565923,7.595943065521529,1.0629632503809394,27.541752577319667,4.0,5.0,108
108.0,2013,44.5,222.38888888888889,432191.95566666656,2428.990942538391,7.559991466226796,1.046236506570639,27.419897959183732,4.0,5.0,108
108.0,2014,44.5,227.76666666666668,425214.5276666669,2415.525304431593,7.519460575139796,1.0459503007271376,28.515841584158462,4.0,5.0,108
108.0,2015,44.5,235.4333333333333,410162.5234444445,2337.301411135154,7.4419757655152905,1.123846998511972,29.579326923077048,4.0,6.0,108
108.0,2016,44.5,243.88333333333333,446756.75277777755,2460.0980567989204,7.5112511828577375,1.2149112182880148,30.613084112149476,4.0,6.0,108
109.0,2011,44.5,461.79444444444437,867894.4905555558,2534.208723493344,7.61045239163796,-0.931350649752856,20.660934182590186,1.0,1.0,109
109.0,2012,44.5,465.0111111111111,854871.9853888891,2505.219171125273,7.5746010751399675,-1.001698063560551,20.69116379310345,1.0,1.0,109
109.0,2013,44.5,473.78888888888883,887300.6116111112,2574.222910260842,7.600052896579506,-1.0687438946118084,21.055157894736904,1.0,1.0,109
109.0,2014,44.5,484.2611111111111,873632.7365555551,2510.864279797026,7.556868863059013,-1.1184711717192568,21.89756097560982,1.0,2.0,109
109.0,2015,44.5,500.58333333333326,884202.0073333333,2383.946818777769,7.505705497051445,-0.9589725989032188,22.725736738703297,1.0,2.0,109
109.0,2016,44.5,509.36666666666673,954239.8418888892,2574.556812047301,7.563457947619967,-0.7732799305271393,23.541064638783197,1.0,3.0,109
110.0,2011,44.5,460.5777777777778,876987.379944445,2599.8447596607543,7.6229213317080164,-1.4865563076517878,18.97002457002461,1.0,1.0,110
110.0,2012,44.5,470.08333333333326,952172.3136111114,2777.944919173693,7.680252683761598,-1.5944339897184614,18.786956521739175,1.0,1.0,110
110.0,2013,44.5,467.41666666666674,890308.3703333334,2546.1346436815275,7.6183004014590905,-1.702335751368006,18.940193704600464,1.0,1.0,110
110.0,2014,44.5,469.3722222222222,927440.3711666659,2728.9271836933513,7.639731512521928,-1.80047780482568,19.413333333333377,1.0,1.0,110
110.0,2015,44.5,475.0111111111111,854304.6705,2461.4894784717085,7.526078684015507,-1.6015041421525196,19.883606557376986,1.0,1.0,110
110.0,2016,44.5,484.4222222222222,965237.7921666668,2710.2016159653185,7.623816319888093,-1.3902678654529257,20.351152073732795,1.0,1.0,110
111.0,2011,44.5,163.73333333333332,295036.4778333334,2128.4381527359765,7.433737832046481,-0.1929819005238116,23.92158273381299,2.0,3.0,111
111.0,2012,44.5,165.83333333333334,322237.9028888889,2297.9406753503163,7.479558670341435,-0.12401770678869795,23.808571428571337,2.0,3.0,111
111.0,2013,44.5,167.51666666666668,320892.5522222226,2298.5668741642803,7.474758742663312,-0.057667276426359326,23.40205479452057,2.0,3.0,111
111.0,2014,44.5,171.22777777777782,318443.3670555555,2293.880171197172,7.45716841327942,0.01870026307298791,24.014473684210426,2.0,3.0,111
111.0,2015,44.5,172.9611111111111,304638.1017777777,2155.7080464461333,7.369621576690867,0.13593199725342234,24.599367088607647,3.0,3.0,111
111.0,2016,44.5,175.4111111111111,341303.509888889,2375.7711294177684,7.472328577244297,0.2737040504824914,25.159756097560987,3.0,4.0,111
112.0,2011,44.25698324022346,55.424581005586596,110696.65312849158,2275.543116039348,7.431363483245232,0.8209985514626233,27.814285714285692,4.0,5.0,112
112.0,2012,44.25139664804469,56.01117318435754,110177.66407821227,2233.3804519774294,7.3798120993320095,0.80611265568601,28.114285714285803,4.0,5.0,112
112.0,2013,44.25698324022346,56.033519553072615,105983.26027932961,2142.079177964805,7.319595390691943,0.7912546430063563,28.37857142857139,4.0,5.0,112
112.0,2014,44.25139664804469,57.93854748603353,109965.93452513967,2145.1588289650554,7.353278759828781,0.7782670638824689,29.70227272727271,4.0,6.0,112
112.0,2015,44.5,58.494444444444454,109994.66272222223,2206.220230664719,7.295373187304741,0.9071876165889734,31.015217391304432,4.0,6.0,112
112.0,2016,44.25139664804469,60.575418994413404,122101.28659217873,2336.670665346023,7.36777692929034,1.0391033070834146,32.318750000000065,4.0,6.0,112
113.0,2011,44.5,158.9111111111111,296722.37455555564,2396.8127610687184,7.49075390618292,0.20960754058980827,26.185714285714308,3.0,4.0,113
113.0,2012,44.5,159.74444444444444,302424.5542222221,2320.726059121065,7.477378027069852,0.4477427785119104,26.5654867256636,4.0,4.0,113
113.0,2013,44.5,160.38888888888889,303890.1744999998,2352.426160727684,7.4743123834790435,0.685862080294583,26.107826086956567,4.0,4.0,113
113.0,2014,44.5,161.06666666666666,304535.0148888889,2313.434805008644,7.45402318973167,0.9245044124446596,27.566949152542318,4.0,5.0,113
113.0,2015,44.364705882352936,161.65882352941176,281336.54423529416,2124.206384189551,7.354041812174772,0.925309822395889,29.02479338842969,4.0,5.0,113
113.0,2016,44.25139664804469,163.77653631284915,326091.1030167598,2384.562381227957,7.488223309052337,0.9225401179957068,30.481451612903268,4.0,6.0,113
114.0,2011,44.5,55.61666666666667,106881.8903888888,2245.950648562885,7.354806173999284,0.4380619437500001,25.96666666666664,3.0,4.0,114
114.0,2012,44.01123595505618,55.89887640449438,109836.08134831463,2211.820770769824,7.367542853864789,0.4412252504999983,26.161904761904758,3.0,4.0,114
114.0,2013,44.5,55.26666666666666,110883.78622222225,2268.229817121985,7.404868662210207,0.4443885572499993,26.259523809523746,4.0,4.0,114
114.0,2014,44.5,54.87222222222222,104903.9301666667,2198.0986703437397,7.346207204740018,0.4475518640000002,27.33333333333333,4.0,5.0,114
114.0,2015,44.5,55.33333333333334,100128.13405555557,2067.037078525785,7.229666990743379,0.4899043540829564,28.407142857142937,4.0,5.0,114
114.0,2016,44.25139664804469,55.44134078212291,108796.172122905,2125.768170676726,7.296626253609637,0.5464757519448921,29.48095238095239,4.0,6.0,114
115.0,2011,41.74545454545454,27.87272727272727,46185.227030303045,1821.7438000378236,7.128471748871695,0.6974749303021505,27.78000000000005,4.0,5.0,115
115.0,2012,41.88622754491018,28.167664670658684,50750.41497005989,1956.059553938484,7.1772325465975655,0.7052756388821534,28.019047619047647,4.0,5.0,115
115.0,2013,41.43292682926829,28.93292682926829,52502.572926829285,1916.7819216232433,7.182010195805393,0.7131533759040566,28.49047619047625,4.0,5.0,115
115.0,2014,41.36363636363637,29.20606060606061,52088.00442424244,1870.9112134285726,7.146223538747694,0.7211462492964947,29.933333333333373,4.0,6.0,115
115.0,2015,41.284848484848474,29.16969696969697,45543.83533333332,1594.4047283858595,6.984381005537795,0.8235788521828756,31.376190476190466,4.0,6.0,115
115.0,2016,41.517857142857146,29.273809523809533,50321.22898809524,1803.2092260191785,7.078686452762865,0.9336678330508312,32.819047619047545,4.0,6.0,115
116.0,2011,44.022471910112365,55.84831460674158,106273.13842696632,2253.941892300445,7.366020068245324,0.2697190945408199,24.425000000000075,3.0,3.0,116
116.0,2012,44.25698324022346,55.36871508379888,98014.70324022346,2058.6510360863826,7.2933026652082225,0.3041633412607701,24.83777777777777,3.0,3.0,116
116.0,2013,44.01123595505618,55.471910112359545,103903.0314044944,2139.646404458368,7.317310597584398,0.3386368027406169,24.78636363636361,3.0,3.0,116
116.0,2014,44.68,55.331428571428575,111563.42348571426,2280.5331830664204,7.366800442434412,0.3733465282918124,25.866666666666713,3.0,4.0,116
116.0,2015,44.5,55.977528089887635,106227.4526966292,2225.4433577835825,7.25133703427445,0.3645544392835816,26.93913043478269,3.0,4.0,116
116.0,2016,44.25139664804469,56.38547486033521,118928.55201117332,2498.134651900948,7.385023716306944,0.35682577175262464,28.004255319148868,3.0,5.0,116
117.0,2011,44.5,71.76111111111109,144998.38916666663,2273.9340021917333,7.374190774085625,1.043988339734654,28.37931034482761,4.0,5.0,117
117.0,2012,44.5,71.57777777777778,147527.46549999993,2270.73376125637,7.355732625938216,1.0127284611131802,28.87586206896559,4.0,5.0,117
117.0,2013,44.5,71.10555555555554,147463.45455555554,2346.577668190993,7.361647039222557,0.9814667017173422,28.936842105263167,4.0,5.0,117
117.0,2014,44.5,71.3611111111111,149839.2981666667,2351.708916722409,7.345392795865103,0.9502056478298188,30.15517241379316,4.0,6.0,117
117.0,2015,44.5,72.1,130819.18166666664,2074.7951134461664,7.211181656839595,1.0198397484791786,31.376271186440736,4.0,6.0,117
117.0,2016,44.5,73.66111111111111,152014.50388888892,2430.096201802568,7.339143834331828,1.0895385467165877,32.600000000000065,4.0,6.0,117
118.0,2011,44.5,448.56111111111113,835937.4887222224,2149.50067747922,7.436270703939253,0.6995068691205291,26.858461538461576,4.0,4.0,118
118.0,2012,44.5,452.81111111111113,835130.4671111114,2140.294468430232,7.4261634951313455,0.7810014357712467,27.25188916876586,4.0,5.0,118
118.0,2013,44.5,452.4944444444445,823762.4142222223,2092.6810533986195,7.406801563040027,0.8622310123423325,27.320151133501273,4.0,5.0,118
118.0,2014,44.5,461.31111111111113,875910.5411111115,2208.6435288169987,7.4319614483739125,0.9450807071094668,28.174019607843185,4.0,5.0,118
118.0,2015,44.5,467.79444444444437,828090.1389444447,2081.66316770023,7.3462304450953235,1.0368042661923402,29.018854415274376,4.0,5.0,118
118.0,2016,44.5,470.52222222222224,878916.6715,2185.2154002514762,7.402775661991543,1.1250952732383728,29.855348837209288,4.0,6.0,118
119.0,2011,44.01123595505618,46.84831460674158,76196.53275280897,2030.2731440759273,7.263603047639508,1.038330893749996,31.10000000000005,4.0,6.0,119
119.0,2012,44.01123595505618,46.79213483146068,86847.35887640451,2228.751607296834,7.347031797037699,1.1086144525000043,31.5,4.0,6.0,119
119.0,2013,44.0,46.820224719101134,79912.74893258432,2010.777251360273,7.2573726880113,1.1788980112499987,31.800000000000104,4.0,6.0,119
119.0,2014,44.016853932584276,47.19662921348315,83981.8379213483,2149.086969608102,7.2645806936641515,1.2491815699999969,34.10000000000007,4.0,6.0,119
119.0,2015,44.01123595505618,47.91011235955056,75639.77898876405,1859.7521113826294,7.074406154949863,1.3816768595000029,36.399999999999906,4.0,6.0,119
119.0,2016,44.25698324022346,48.16759776536313,80340.06424581003,2012.678401406424,7.187813187124402,1.5141721489999949,38.69999999999988,4.0,6.0,119
121.0,2011,44.5,311.45,624499.7652777778,2272.8244169784602,7.493562150318687,0.6233076174355534,26.863396226415095,4.0,4.0,121
121.0,2012,44.5,313.18333333333334,606629.8542777776,2163.624739439646,7.451261636453903,0.5945452482235214,27.383834586466108,4.0,5.0,121
121.0,2013,44.5,312.77222222222224,620330.6725555554,2226.755050877319,7.46717192353301,0.5660208858610919,27.43370786516851,4.0,5.0,121
121.0,2014,44.5,313.9888888888889,646655.6040555558,2339.680460574464,7.5008375540325405,0.539331389342237,29.03283582089543,4.0,5.0,121
121.0,2015,44.5,317.1333333333333,614804.7723333334,2190.0908917078614,7.4143857785934975,0.6317565793344507,30.65650557620821,4.0,6.0,121
121.0,2016,44.5,318.2444444444445,639072.9078333338,2279.3359211299758,7.456225075128727,0.7235916416727514,32.30444444444433,4.0,6.0,121
122.0,2011,44.5,161.99444444444444,309806.8562777777,2372.130438056565,7.5539737575370705,-0.2284374747151837,21.93722627737225,2.0,2.0,122
122.0,2012,44.68715083798882,163.89944134078212,302530.2520111731,2254.548449009845,7.512993872481578,-0.3021563365664121,21.904347826086912,2.0,2.0,122
122.0,2013,44.5,165.26111111111112,298892.53383333323,2248.847620579152,7.489487831027378,-0.3757984090616074,22.05571428571423,2.0,2.0,122
122.0,2014,44.5,166.92777777777778,314234.7501111111,2358.1917041799384,7.520503745678169,-0.4514655749889573,22.84577464788743,1.0,2.0,122
122.0,2015,44.68715083798882,167.93296089385476,316021.00938547496,2392.987476931731,7.499264927213638,-0.35161991139528764,23.637499999999925,2.0,3.0,122
122.0,2016,44.5,171.77222222222218,334605.72738888906,2447.240690960789,7.5357344430568585,-0.26507761567894245,24.430821917808288,2.0,3.0,122
123.0,2011,44.25139664804469,47.715083798882674,93517.64463687148,2239.0395156027125,7.347699207427237,0.8963335512499976,27.89999999999999,4.0,5.0,123
123.0,2012,44.5,47.227777777777774,90469.80549999996,2184.275401509351,7.266986141264286,0.9135048224999984,29.100000000000033,4.0,5.0,123
123.0,2013,44.5,47.094444444444434,90069.50344444445,2088.26666270184,7.27577543112968,0.9306760937500004,28.899999999999967,4.0,5.0,123
123.0,2014,44.25139664804469,47.3463687150838,93279.67083798883,2228.813500311821,7.3055453894949185,0.9478473650000012,30.6999999999999,4.0,6.0,123
123.0,2015,44.5,47.35,94113.84983333328,2171.633079829576,7.2928689376426945,1.010465058499998,32.5,4.0,6.0,123
123.0,2016,44.5,47.477777777777774,96070.62211111114,2242.3049476709866,7.306637683930871,1.0730827520000028,34.30000000000011,4.0,6.0,123
124.0,2011,44.29213483146068,52.93820224719102,102552.9991011236,2233.7805832449617,7.401813631803004,0.6507691947390131,27.39000000000001,4.0,5.0,124
124.0,2012,44.079096045197744,52.700564971751405,104421.13197740109,2237.5213591611455,7.380868902970593,0.5575148973788897,27.875,4.0,5.0,124
124.0,2013,44.25698324022346,52.6927374301676,96554.25212290506,2009.7351973575053,7.286138542838793,0.4643441228734221,27.70499999999995,4.0,5.0,124
124.0,2014,44.36516853932585,52.71910112359551,102830.95668539325,2186.616361295561,7.297960050794472,0.3693804074809735,28.939024390243844,3.0,5.0,124
124.0,2015,44.36871508379888,52.54748603351955,104336.83960893855,2236.9500694914886,7.3069706224130355,0.5064325731055417,30.171428571428546,4.0,6.0,124
124.0,2016,44.60893854748603,52.519553072625705,110901.7322346368,2302.8274101696256,7.388040512301612,0.643405017700317,31.4023255813954,4.0,6.0,124
125.0,2011,44.62569832402234,60.882681564245814,130188.0289385475,2136.9262040947892,7.2894337822785,1.2374893851806028,33.864583333333265,4.0,6.0,125
125.0,2012,44.5,60.53333333333333,124882.82327777776,2050.5851366549473,7.253083330438413,1.191707739350072,35.962499999999906,4.0,6.0,125
125.0,2013,44.5,59.96666666666667,120143.44677777776,1973.8721276285385,7.256753459042632,1.1459981897413063,35.927659574467995,4.0,6.0,125
125.0,2014,44.64804469273743,60.25698324022346,128221.4548044692,2156.676081113872,7.309345623275537,1.100263767631965,39.49166666666674,4.0,6.0,125
125.0,2015,44.5,60.11666666666667,127644.79883333339,2122.398060639741,7.278889480598773,1.3437089133439244,43.05714285714293,4.0,6.0,125
125.0,2016,44.5,61.03333333333333,135076.60711111108,2183.1103427379753,7.309238015175255,1.5868962280287582,46.62399999999986,4.0,6.0,125
126.0,2011,44.022471910112365,51.0056179775281,99442.8614044944,2219.605524227742,7.357442602006015,1.2300303017499978,34.30000000000011,4.0,6.0,126
126.0,2012,44.268156424581,50.75977653631285,96285.40547486037,1984.13526038774,7.25742535461236,1.238552182500001,35.80000000000011,4.0,6.0,126
126.0,2013,43.76271186440679,51.248587570621474,104045.60338983047,2183.114485132717,7.3189891353414325,1.2470740632500033,35.10000000000008,4.0,6.0,126
126.0,2014,43.875706214689274,51.875706214689274,103157.32858757062,2140.575754282881,7.2910646403563115,1.2555959439999984,38.80000000000012,4.0,6.0,126
126.0,2015,44.25139664804469,53.61452513966481,108694.37067039113,2158.460596736757,7.2834152470990325,1.4107858200000007,42.49999999999999,4.0,6.0,126
126.0,2016,44.25139664804469,57.072625698324025,123352.99541899445,2351.266378952965,7.38710354456815,1.5659756960000042,46.19999999999988,4.0,6.0,126
127.0,2011,44.5,231.01111111111112,411025.14100000006,2105.508507713376,7.4064321106106075,0.3689341994639722,26.416853932584292,3.0,4.0,127
127.0,2012,44.5,230.66666666666663,410407.4936111113,2076.505779478868,7.3864873295992055,0.3270217584224199,26.84078212290507,3.0,4.0,127
127.0,2013,44.5,228.88333333333333,423523.5352222223,2115.4332058481077,7.41973022341136,0.28512818806877016,26.99325842696634,3.0,5.0,127
127.0,2014,44.5,228.9388888888889,455732.9264444445,2287.4362309930425,7.480422167277865,0.24401007426730564,28.18111111111105,3.0,5.0,127
127.0,2015,44.5,229.19444444444446,434010.6050555557,2197.441760631457,7.397558747442914,0.3261072019086858,29.36043956043969,3.0,6.0,127
127.0,2016,44.5,229.5611111111111,461262.5543888886,2254.11902032866,7.446465369086647,0.4103647206349684,30.531521739130486,3.0,6.0,127
131.0,2011,44.5,270.4166666666667,489160.31833333295,2541.040439386937,7.601201415420232,0.4422088440278881,23.679999999999946,3.0,3.0,131
131.0,2012,44.5,272.45555555555563,499104.21055555565,2572.773584224072,7.599102273858154,0.4430139630637527,23.79651741293535,4.0,3.0,131
131.0,2013,44.435754189944134,270.5810055865922,488281.3431843575,2424.1108277604176,7.570258855452415,0.44447315948924027,24.042647058823587,4.0,3.0,131
131.0,2014,44.5,270.93888888888887,491911.68938888883,2533.926358520474,7.562682714919955,0.4318267890924815,25.04341463414635,3.0,4.0,131
131.0,2015,44.5,271.26666666666665,458571.36616666673,2350.7922101016743,7.467011866063776,0.4284521289693671,26.048058252427225,3.0,4.0,131
131.0,2016,44.5,272.48333333333335,510922.4432777778,2527.879083525876,7.560727837897088,0.4048358661416402,27.05652173913041,3.0,5.0,131
132.0,2011,44.284916201117326,330.12290502793303,588919.6534078217,2510.668052988593,7.590033880941336,0.5350811846284375,23.04127659574477,4.0,3.0,132
132.0,2012,44.29050279329609,330.4916201117318,572037.3954748602,2413.892798677453,7.550130720411711,0.4886461919532883,23.03531914893619,4.0,3.0,132
132.0,2013,44.5,327.53333333333336,570641.6984444443,2449.6202311755205,7.538331723726923,0.4422618912545503,23.396595744680805,4.0,3.0,132
132.0,2014,44.5,326.4444444444445,587604.7771666672,2545.640273365381,7.563719853770594,0.3985402189708984,24.15683760683763,3.0,3.0,132
132.0,2015,44.5,325.8,551109.0682222225,2369.4446263063423,7.485949419266905,0.3643855481680289,24.91931330472106,3.0,4.0,132
132.0,2016,44.5,327.20555555555563,593362.0918333335,2531.827259123113,7.5543472426739235,0.3350283120550727,25.684051724138023,3.0,4.0,132
133.0,2011,44.25139664804469,308.8994413407821,534370.7454748597,2592.800667794966,7.612096493964107,0.4682030944062827,23.013364055299487,4.0,3.0,133
133.0,2012,44.5,308.9166666666667,529431.7693888887,2499.9814945084445,7.587082937674482,0.4638693752052774,22.993607305936127,4.0,2.0,133
133.0,2013,44.5,307.92222222222216,521949.9237777778,2441.7387840077145,7.5542653109363185,0.4597105756290655,23.290909090909167,4.0,3.0,133
133.0,2014,44.5,309.7111111111111,542778.5299444442,2542.088493672911,7.571385822567486,0.4571828919216034,23.960000000000033,4.0,3.0,133
133.0,2015,44.5,310.4444444444445,489333.6603888889,2267.521536876381,7.459077396067578,0.3980855913387606,24.62909090909091,3.0,3.0,133
133.0,2016,44.5,311.7888888888889,531125.1890555556,2439.907829889002,7.539124859614433,0.34062428576365844,25.29818181818186,3.0,4.0,133
134.0,2011,48.862068965517246,14.965517241379311,22654.808275862066,1514.4134933082166,7.040338885870048,2.457904297249999,35.1666666666667,4.0,6.0,134
134.0,2012,50.43103448275862,15.0,20677.051206896555,1341.318889784196,6.881663080946348,2.429543291499999,36.25,4.0,6.0,134
134.0,2013,52.78181818181818,15.6,22697.728181818184,1399.5615279534002,6.9975656313458385,2.4011822857499974,36.5833333333333,4.0,6.0,134
134.0,2014,52.379310344827594,15.534482758620689,33253.82120689655,2036.967176542352,7.216801353083618,2.3728212799999984,35.642857142857125,4.0,6.0,134
134.0,2015,45.49333333333333,14.84,29858.0724,1879.818062186644,7.100926662427372,1.6886580180923092,34.9375,4.0,6.0,134
134.0,2016,40.32692307692308,15.480769230769232,27712.49375000001,1739.303707103196,6.968647764965626,1.4968691638327725,34.38888888888881,4.0,6.0,134
135.0,2011,44.5,122.96111111111112,271040.6298888889,2670.988575736091,7.643385023293474,-0.21985467018004756,23.2376237623762,2.0,3.0,135
135.0,2012,44.5,122.55,262928.49166666664,2509.9010888121547,7.592797345836204,-0.2390892110581833,23.39405940594053,2.0,3.0,135
135.0,2013,44.5,122.6,264592.0167222223,2525.365683881061,7.583954367956518,-0.2583927294982397,23.117821782178112,2.0,3.0,135
135.0,2014,44.37640449438202,123.03932584269664,269904.29679775273,2529.197323516633,7.584844573444879,-0.2831162851664022,24.110891089108915,2.0,3.0,135
135.0,2015,44.5,123.42222222222222,250736.01099999988,2419.7930143654708,7.503821142775857,-0.31849372564605,25.10792079207929,2.0,4.0,135
135.0,2016,44.49720670391061,125.58659217877096,282868.24810055876,2620.8047264043666,7.588342200031287,-0.38725022019311145,26.10891089108916,2.0,4.0,135
136.0,2011,32.53030303030303,43.75,63293.27780303027,1599.609753817422,7.156370335094607,0.0,21.724137931034452,2.0,2.0,136
136.0,2012,33.5,54.161764705882355,73897.07323529416,1517.500387157555,7.138995087785157,0.0,22.0514285714285,2.0,2.0,136
